,action,frame,ball_x,ball_y,player_h1x,player_h1y,player_a1x,player_a1y,player_h2x,player_h2y,player_a2x,player_a2y,player_h3x,player_h3y,player_a3x,player_a3y,player_h4x,player_h4y,player_a4x,player_a4y,player_h5x,player_h5y,player_a5x,player_a5y,ball_carrier,dist_from_basket,closest_def,dist_to_closest_def,shoot_prob,pass
18,0,18,25.239,42.258,23.715,43.718,15.075999999999999,45.623000000000005,38.216,30.683000000000003,19.316,38.186,29.155,17.74,21.781,29.805999999999997,29.129,12.229000000000001,16.586,14.91,11.001,46.348,12.395,26.593000000000004,1,22.081774136151292,2,7.0678302894169756,0.4088432909048919,0
19,0,19,25.968000000000004,41.672,24.906999999999996,42.49,15.228,44.846000000000004,37.402,30.648000000000003,20.227999999999998,37.688,28.947,17.461,22.053,29.383000000000003,29.412,12.798,16.902,14.964,10.352,46.835,13.048,26.364,1,21.73685232502627,2,6.704643540114566,0.40156868715564253,0
20,0,20,26.651999999999997,40.527,25.875,41.461000000000006,15.218,43.894,36.564,30.529,21.348000000000003,37.297,28.79,17.173,22.475,29.079,29.834,13.457,17.289,15.11,9.8288,47.221000000000004,13.856,25.943,1,21.52858903876425,2,6.150823115648835,0.3868946801739441,0
21,0,21,27.485,39.441,26.575,40.611999999999995,14.991,42.956,35.772,30.42,22.537,36.971,29.276999999999997,16.480999999999998,22.845,28.89,30.101999999999997,14.020999999999999,17.772000000000002,15.347999999999999,9.5129,47.508,14.684000000000001,25.372,1,21.358023527470884,2,5.437124699691923,0.3663047431008933,0
22,0,22,27.736,39.483000000000004,27.049,40.094,14.71,42.168,35.021,30.386,23.619,36.782,30.096999999999998,15.864,23.233,28.778000000000002,30.366,14.517000000000001,18.3,15.682,9.5275,47.758,15.45,24.747,1,21.314343456930594,2,4.768044043420743,0.3452664858691574,0
23,0,23,28.229,40.478,27.313000000000002,39.859,14.302999999999999,41.533,34.278,30.415,24.386,36.812,30.291999999999998,15.591,23.743000000000002,28.773000000000003,30.76,15.144,18.884,16.09,9.9268,48.001999999999995,16.237000000000002,24.168000000000003,1,21.337240918169343,2,4.2251080459557535,0.32734564087120555,0
24,0,24,28.688000000000002,40.1,27.453000000000003,39.625,13.981,41.608000000000004,33.58,30.421999999999997,24.857,36.859,30.017,15.581,24.125999999999998,28.686,31.224,15.87,19.53,16.489,10.555,48.184,17.005,23.761999999999997,1,21.276414970572464,2,3.7934116570707177,0.31372752516814406,0
25,0,25,28.516,40.492,27.563000000000002,39.431999999999995,13.753,41.994,32.914,30.399,25.08,36.955999999999996,29.281999999999996,15.857000000000001,24.391,28.618000000000002,31.836,16.753,20.218,16.882,11.369000000000002,48.248999999999995,17.755,23.485,1,21.22474011619459,2,3.50654602137203,0.3047377793991838,0
26,0,26,28.709,40.673,27.682,39.262,13.603,42.696999999999996,32.266,30.37,25.111,36.98,28.177,16.081,24.549,28.538,32.51,17.813,20.951999999999998,17.281,12.179,48.223,18.409000000000002,23.375,1,21.19740002924887,2,3.4376685413227386,0.3027128002783632,0
27,0,27,28.346,39.937,27.773000000000003,39.116,13.573,43.356,31.684,30.331999999999997,25.173000000000002,36.93,27.939,15.97,24.686,28.476999999999997,33.05,18.715,21.538,17.725,13.025,48.155,18.909000000000002,23.355,1,21.167167618743896,2,3.396850894578684,0.30164103543953796,0
28,0,28,27.861,40.32,27.774,39.001,13.722000000000001,43.625,31.215999999999998,30.351999999999997,25.191999999999997,36.851,27.743000000000002,15.822000000000001,24.77,28.485,33.611,19.671,22.278000000000002,18.243,13.889000000000001,48.096000000000004,19.230999999999998,23.323,1,21.091398175559625,2,3.359944047153169,0.3011185517163832,0
29,0,29,30.25,38.843,27.747,38.918,13.944,43.68,30.855999999999998,30.447,25.21,36.78,27.441999999999997,15.59,24.826999999999998,28.611,34.222,20.656999999999996,23.069000000000003,18.855999999999998,14.662,48.118,19.355999999999998,23.211,1,21.016154096313624,2,3.317742153935412,0.30041728562367087,0
30,0,30,31.523000000000003,37.047,27.663,38.814,14.139000000000001,43.367,30.653000000000002,30.61,25.283,36.69,27.218000000000004,15.288,24.712,28.904,34.768,21.552,23.888,19.506,15.177,48.086999999999996,19.309,22.945,1,20.884352156578856,2,3.1899492158967053,0.297400625447176,0
31,0,31,33.027,33.715,27.723000000000003,38.62,14.45,43.022,30.543000000000003,30.824,25.52,36.575,26.983,14.969000000000001,24.394000000000002,29.233,35.214,22.399,24.851999999999997,20.192999999999998,15.33,48.004,19.214000000000002,22.555999999999997,1,20.801853979874007,2,3.005866597172934,0.2920451793748255,0
32,0,32,34.632,30.544,27.861,38.336999999999996,14.800999999999998,42.675,30.502,31.066,25.811,36.324,26.743000000000002,14.661,23.994,29.498,35.601,23.27,25.49,20.872,15.196,47.917,19.143,22.116,1,20.723100395452413,2,2.8730939768827604,0.288356236262723,0
33,0,33,36.178000000000004,26.98,28.034000000000002,37.864000000000004,15.218,42.516000000000005,30.406999999999996,31.188000000000002,26.243000000000002,35.953,26.515,14.443,23.539,29.669,35.909,24.109,26.058000000000003,21.59,14.869000000000002,47.805,19.067999999999998,21.648000000000003,1,20.556547667349207,2,2.6190841910866487,0.2814364819620281,0
34,0,34,36.732,25.752,28.41,37.162,15.638,42.538999999999994,30.204,31.17,26.708000000000002,35.539,26.268,14.338,23.052,29.725,36.196,24.988000000000003,26.608,22.366999999999997,14.49,47.74100000000001,18.983,21.174,4,24.196002975698278,4,9.939787975605917,0.46447729107814495,1
35,0,35,37.297,26.164,28.816,36.419000000000004,15.936,42.486999999999995,29.918000000000003,31.038,27.154,35.04,25.997,14.315,22.590999999999998,29.743000000000002,36.419000000000004,25.892,27.086,23.151,14.094000000000001,47.65,18.796,20.691,4,24.435286472640346,4,9.727176877182819,0.4576143914095613,0
36,0,36,37.372,27.53,29.388,35.685,16.028,42.251000000000005,29.521,30.75,27.673000000000002,34.436,25.658,14.315999999999999,22.078000000000003,29.759,36.476,26.728,27.524,23.884,13.628,47.486000000000004,18.549,20.191,4,24.53692238240159,4,9.392903704393012,0.4488858079779342,0
37,0,37,37.326,28.894000000000002,30.049,34.924,16.011,41.986999999999995,28.997,30.375,28.166,33.77,25.259,14.322000000000001,21.551,29.748,36.417,27.635,27.859,24.649,13.151,47.31399999999999,18.355,19.715,4,24.55876857662045,4,9.063970432431915,0.4406840674009935,0
38,0,38,37.559,29.65,30.666,34.239000000000004,15.905,41.736000000000004,28.531,30.021,28.628,33.053000000000004,24.898000000000003,14.407,21.046999999999997,29.769000000000002,36.306999999999995,28.601,27.983,25.441999999999997,12.667,47.157,18.223,19.258,4,24.572290288046002,2,8.87622357762579,0.4358896735754394,0
39,0,39,37.637,30.339000000000002,31.205,33.37,15.665999999999999,41.512,27.97,29.648000000000003,29.166,32.384,24.537,14.538,20.574,29.758000000000003,36.208,29.756,27.855,26.180999999999997,12.19,47.108999999999995,18.276,18.833,4,24.670768127482372,2,7.516391953590498,0.3990517559313097,0
40,0,40,37.193000000000005,31.854,32.207,32.607,15.329,41.386,27.399,29.215,29.572,31.682,24.389,14.790999999999999,20.158,29.706,35.928000000000004,30.849,27.615,26.99,11.674000000000001,47.13,18.473,18.471,4,24.63249855373994,2,6.41035295440119,0.3675992417599284,0
41,0,41,36.056,33.624,32.864000000000004,31.763,14.883,41.333999999999996,26.906999999999996,28.991999999999997,30.128,31.096999999999998,24.344,15.126,19.785999999999998,29.608,35.64,31.994,27.385,27.675,11.09,47.145,18.714000000000002,18.192999999999998,4,24.652903196175497,2,5.584510094896419,0.3426637412885835,0
42,0,42,35.705,35.167,33.501999999999995,30.853,14.374,41.308,26.410999999999998,28.945,30.555999999999997,30.34,24.302,15.413,19.456,29.416999999999998,35.176,33.141,27.291,28.334,10.465,47.162,18.968,18.024,4,24.56425974866737,2,5.402777156241042,0.3377470571953186,0
43,0,43,35.516999999999996,35.667,34.202,30.038,13.859000000000002,41.28,25.776,28.896,30.949,29.488000000000003,24.279,15.663,19.152,29.221,34.63,34.259,27.226,29.113000000000003,9.8276,47.083999999999996,19.12,17.977999999999998,4,24.45088916583608,2,6.025960670299797,0.3575011496221008,0
44,0,44,34.934,36.765,34.332,28.986,13.345,41.177,25.131999999999998,29.09,31.314,28.546999999999997,24.166,15.952,18.904,29.049,34.093,35.431,26.998,29.691999999999997,9.2695,46.997,19.197,18.037,4,24.4316681788207,2,7.4237656886515495,0.39831146857339034,0
45,0,45,33.548,37.788000000000004,34.754,27.865,12.817,41.022,24.373,29.019000000000002,31.649,27.46,24.061999999999998,16.272000000000002,18.73,28.914,33.448,36.486999999999995,26.776999999999997,30.734,8.7943,46.998000000000005,19.234,18.236,4,24.33038990645238,4,8.809043648433123,0.4361274814994965,0
46,0,46,32.439,39.336999999999996,34.963,26.784000000000002,12.235999999999999,40.84,23.491999999999997,28.834,32.022,26.46,24.055,16.758,18.622,28.808000000000003,32.734,37.414,26.46,31.892,8.3333,46.972,19.24,18.574,4,24.166219232639598,4,8.357963866875714,0.4258194066508873,0
47,0,47,31.99,40.147,35.023,25.56,11.614,40.701,22.614,28.616999999999997,32.2,25.366999999999997,24.191,17.373,18.508,28.643,31.919,38.229,26.11,33.046,7.8516,47.067,19.141,19.01,4,23.9117753836891,4,7.785112073695536,0.4125261161316993,0
48,0,48,31.484,40.863,34.938,24.362,10.99,40.649,21.585,28.215999999999998,32.342,24.325,24.517,18.135,18.312,28.35,31.057,38.993,25.65,34.167,7.3528,47.148999999999994,18.908,19.442999999999998,4,23.642616141197234,4,7.247477147256141,0.3997540733717149,0
49,0,49,30.415,41.18899999999999,34.818000000000005,23.328000000000003,10.357000000000001,40.666,20.545,27.523000000000003,32.39,23.320999999999998,24.825,19.03,17.968,27.91,30.166,39.614000000000004,25.076,35.066,6.9496,47.303999999999995,18.811,19.877,4,23.314642437747143,4,6.825862875856797,0.3903990976881432,0
50,1,0,17.139,46.033,13.764000000000001,42.787,12.728,44.184,14.304,44.885,17.85,37.650999999999996,43.736000000000004,30.733,22.789,30.393,29.513,10.131,17.887999999999998,14.640999999999998,30.185,17.930999999999997,12.827,26.171,2,20.018032895367114,1,1.724870140039534,0.2566262622881855,0
51,1,1,18.45,46.926,13.387,43.676,13.600999999999999,45.091,15.9,45.203,17.98,38.021,42.479,30.526999999999997,21.934,30.331999999999997,29.179000000000002,10.414000000000001,17.396,14.679,29.871,18.105999999999998,12.237,26.281,2,20.57598622180721,1,2.3017265258931188,0.27070458063075253,0
52,1,2,20.008,46.93,13.065999999999999,44.394,14.229000000000001,45.75899999999999,17.612000000000002,45.673,18.079,38.399,41.358999999999995,30.409000000000002,21.429000000000002,30.234,28.953000000000003,10.718,16.944000000000003,14.724,29.685,18.194000000000003,11.867,26.410999999999998,2,21.421192147030474,1,3.384092936076077,0.2989097267539633,0
53,1,3,21.666,46.1,12.554,44.888999999999996,14.546,46.215,19.491,45.758,18.234,38.609,40.358000000000004,30.401999999999997,21.287,30.191,28.824,11.079,16.590999999999998,14.792,29.563000000000002,18.192999999999998,11.732000000000001,26.544,2,22.06829501796639,1,4.9660722910565855,0.34449479135368927,0
54,1,4,23.072,44.662,11.972999999999999,45.458,14.773,46.284,21.381,45.263000000000005,18.436,38.575,39.47,30.552,21.320999999999998,30.064,28.836,11.493,16.44,14.839,29.518,18.153,11.812000000000001,26.61,2,22.32918113142531,1,6.686411967565265,0.3952393602132176,0
55,1,5,24.649,42.989,11.299000000000001,46.059,15.013,45.94,22.99,44.288999999999994,18.95,38.407,38.626,30.660999999999998,21.587,29.91,29.006,11.979000000000001,16.495,14.885,29.275,17.885,12.135,26.633000000000003,2,22.20012659873812,2,7.135791757051208,0.4096602809207739,0
56,1,6,26.840999999999998,42.371,10.665999999999999,46.6,15.151,45.251000000000005,24.318,43.113,19.752,37.931,37.813,30.673000000000002,21.93,29.607,29.255,12.495,16.726,14.937000000000001,29.033,17.589000000000002,12.7,26.504,2,21.904654596683326,2,6.906625804254929,0.40587477062533006,0
57,1,7,27.136,41.073,10.072000000000001,47.041000000000004,15.249,44.385,25.449,41.965,20.769000000000002,37.484,36.983000000000004,30.6,22.273000000000003,29.223000000000003,29.624000000000002,13.127,17.084,15.015999999999998,28.864,17.317999999999998,13.440999999999999,26.179000000000002,2,21.649176104415616,2,6.479333376204686,0.3956897032160268,0
58,1,8,27.193,39.938,9.6357,47.372,15.120999999999999,43.395,26.25,41.005,21.962,37.134,36.161,30.46,22.665,28.973000000000003,29.955,13.7,17.515,15.217,29.115,16.727,14.277000000000001,25.668000000000003,2,21.42947794511103,2,5.7768144335784255,0.3762926585036414,0
59,1,9,27.726999999999997,39.086,9.4673,47.63,14.859000000000002,42.586000000000006,26.846999999999998,40.301,23.131999999999998,36.833,35.396,30.4,23.015,28.824,30.219,14.252,18.024,15.507,29.658,16.12,15.069,25.066,2,21.320272277811085,2,5.082150037139795,0.35534505012166234,0
60,1,10,27.97,40.128,9.6998,47.885,14.501,41.786,27.208000000000002,39.971,24.034000000000002,36.783,34.645,30.398000000000003,23.511999999999997,28.793000000000003,30.57,14.833,18.588,15.880999999999998,30.320999999999998,15.693,15.835999999999999,24.447,2,21.340433571040677,2,4.498624234140919,0.3362550002562872,0
61,1,11,28.385,40.133,10.213,48.1,14.120999999999999,41.488,27.381,39.733000000000004,24.673000000000002,36.825,33.925,30.423000000000002,23.944000000000003,28.735,30.967,15.481,19.2,16.288,30.258000000000003,15.505,16.624000000000002,23.934,2,21.298742920651446,2,3.973629071768023,0.3194530423267872,0
62,1,12,28.31,40.72,10.954,48.23,13.859000000000002,41.785,27.51,39.519,24.997,36.897,33.236999999999995,30.421,24.272,28.648000000000003,31.549,16.291,19.867,16.691,29.572,15.765,17.389,23.611,2,21.2452691439765,2,3.6318112561089966,0.30868575405383136,0
63,1,13,28.416999999999998,40.733000000000004,11.777000000000001,48.246,13.647,42.287,27.631999999999998,39.348,25.069000000000003,36.978,32.588,30.379,24.498,28.584,32.166,17.289,20.58,17.077,28.752,16.018,18.093,23.404,2,21.21849495133903,2,3.4908264064544894,0.30427584300486665,0
64,1,14,28.839000000000002,40.269,12.595999999999998,48.196000000000005,13.58,43.071000000000005,27.743000000000002,39.192,25.15,36.967,31.96,30.351,24.636,28.505,32.783,18.265,21.244,17.5,28.052,16.03,18.675,23.359,2,21.195634291051544,2,3.416763673419633,0.3020377576037277,0
65,1,15,27.898000000000003,39.861999999999995,13.460999999999999,48.122,13.595999999999998,43.461999999999996,27.778000000000002,39.051,25.176,36.885999999999996,31.434,30.331,24.728,28.476999999999997,33.326,19.185,21.877,17.973,27.813000000000002,15.892000000000001,19.094,23.346,2,21.12760954296534,2,3.3849119634046683,0.3016107152305169,0
66,1,16,29.636999999999997,39.26,14.29,48.11,13.885,43.757,27.764,38.95,25.201,36.818000000000005,31.022,30.385,24.809,28.526999999999997,33.914,20.165,22.671999999999997,18.539,27.569000000000003,15.724,19.320999999999998,23.281999999999996,2,21.050087790790805,2,3.3338255803206,0.3006356163365678,0
67,1,17,31.19,37.992,14.965,48.111000000000004,14.05,43.56399999999999,27.703000000000003,38.869,25.236,36.744,30.738000000000003,30.521,24.798000000000002,28.739,34.505,21.112,23.464000000000002,19.183,27.323,15.447000000000001,19.348,23.096999999999998,2,20.950736741222254,2,3.2560273340376016,0.2989774487938695,0
68,1,18,32.251999999999995,35.301,15.294,48.047,14.286,43.193999999999996,27.644000000000002,38.743,25.389,36.635999999999996,30.594,30.721,24.573,29.074,35.003,21.978,24.338,19.839000000000002,27.105,15.128,19.259,22.756,2,20.82317903203063,2,3.0861746548113635,0.29451932379748286,0
69,1,19,33.863,32.058,15.290999999999999,47.964,14.647,42.873999999999995,27.784000000000002,38.503,25.656,36.475,30.522,30.947,24.2,29.379,35.414,22.831,25.175,20.523000000000003,26.865,14.814,19.179000000000002,22.345,2,20.771751611262832,2,2.9395863654602854,0.29011864899236817,0
70,1,20,35.36,28.625999999999998,15.042,47.855,15.005,42.568000000000005,27.947,38.126999999999995,26.011,36.144,30.465999999999998,31.149,23.776999999999997,29.601,35.766,23.7,25.785,21.221999999999998,26.625999999999998,14.530999999999999,19.105,21.884,2,20.65490106488046,2,2.7713507536939432,0.2855996620458817,0
71,1,21,36.62,25.846999999999998,14.679,47.766999999999996,15.442,42.518,28.191,37.537,26.486,35.756,30.320999999999998,31.198,23.291999999999998,29.706999999999997,36.06,24.535,26.331999999999997,21.978,26.397,14.379000000000001,19.033,21.415,4,24.064493034344192,4,10.058440883158786,0.4682685136878137,1
72,1,22,36.906,25.974,14.300999999999998,47.708,15.812000000000001,42.541000000000004,28.598000000000003,36.772,26.906,35.282,30.07,31.122,22.823,29.734,36.321,25.456,26.87,22.764,26.131999999999998,14.315,18.908,20.936,4,24.325274448605917,4,9.82691533493598,0.4608216151367895,0
73,1,23,37.365,26.788,13.875,47.585,15.998,42.38,29.093000000000004,36.06,27.416,34.741,29.726999999999997,30.916999999999998,22.342,29.754,36.469,26.311,27.326,23.526,25.842,14.312000000000001,18.666,20.432000000000002,4,24.504095208760514,4,9.55775465263678,0.4530815715438144,0
74,1,24,37.269,28.288,13.385,47.398,16.025,42.118,29.77,35.253,27.953000000000003,34.126999999999995,29.264,30.564,21.809,29.752,36.451,27.174,27.701,24.25,25.462,14.321,18.444000000000003,19.947,4,24.54745764840017,4,9.225631468902277,0.4447490756895702,0
75,1,25,37.446,29.39,12.91,47.229,15.97,41.861000000000004,30.355,34.596,28.39,33.416,28.779,30.2,21.296,29.756999999999998,36.359,28.104,27.956,25.059,25.068,14.35,18.275,19.477,4,24.555970699607865,4,8.937697354464404,0.43756180054108335,0
76,1,26,37.677,29.873,12.431,47.123000000000005,15.802,41.618,30.916,33.858000000000004,28.913,32.698,28.261999999999997,29.839000000000002,20.796999999999997,29.763,36.271,29.154,27.939,25.808000000000003,24.730999999999998,14.469000000000001,18.227,19.032,4,24.623914331397437,2,8.167012917829872,0.4171186662717016,0
77,1,27,37.455,31.052,11.937999999999999,47.111000000000004,15.507,41.428999999999995,31.535,32.888000000000005,29.377,32.033,27.656999999999996,29.441,20.358,29.734,36.122,30.351999999999997,27.796999999999997,26.628,24.458000000000002,14.663,18.367,18.643,4,24.708597451089773,2,6.951315415085121,0.3827905800501569,0
78,1,28,36.76,32.631,11.39,47.138000000000005,15.117,41.358000000000004,32.532,32.21,29.838,31.377,27.165,29.066999999999997,19.963,29.666,35.799,31.415,27.491,27.386999999999997,24.401999999999997,14.969000000000001,18.588,18.313,4,24.64842035506535,2,5.961121119386854,0.3540953036565522,0
79,1,29,35.84,34.423,10.784,47.168,14.635,41.32,33.16,31.33,30.348000000000003,30.737,26.659000000000002,28.958000000000002,19.614,29.514,35.438,32.582,27.328000000000003,27.993000000000002,24.336,15.282,18.852,18.098,4,24.633850044197317,2,5.414067325033925,0.33759471008753816,0
80,1,30,35.473,35.437,10.137,47.131,14.116,41.298,33.882,30.441,30.745,29.912,26.105999999999998,28.928,19.298,29.316,34.906,33.69,27.301,28.73,24.318,15.55,19.051,17.987000000000002,4,24.4989986734152,2,5.6202495496196585,0.3448666782734667,0
81,1,31,35.317,36.22,9.5463,47.06,13.605,41.239,34.264,29.554000000000002,31.155,29.048000000000002,25.44,29.031,19.016,29.133000000000003,34.365,34.836999999999996,27.112,29.363000000000003,24.268,15.817,19.158,17.997,4,24.432760670869758,2,6.6194124361607765,0.37524889005118145,0
82,1,32,34.249,37.275999999999996,9.0297,47.022,13.087,41.103,34.54,28.413,31.471999999999998,27.999000000000002,24.774,29.061999999999998,18.809,28.975,33.778,35.96,26.91,30.211,24.089000000000002,16.095,19.221,18.117,4,24.380379078267016,2,8.288254158747787,0.42225040228244193,0
83,1,33,32.671,38.368,8.5591,46.965,12.533,40.93,34.906,27.331,31.868000000000002,26.965,23.913,28.924,18.67,28.858,33.102,36.98,26.625,31.309,24.013,16.474,19.243,18.387999999999998,4,24.265506464939072,4,8.608819315097739,0.43153834075503983,0
84,1,34,32.193000000000005,39.858000000000004,8.093,47.003,11.925999999999998,40.763000000000005,35.004,26.2,32.126999999999995,25.927,23.070999999999998,28.732,18.576,28.737,32.323,37.826,26.186,32.391999999999996,24.159000000000002,17.089000000000002,19.235,18.779,4,24.031866448530376,4,8.19701927532198,0.4226672160260737,0
85,1,35,31.81,40.455,7.5944,47.099,11.304,40.662,35.001,24.908,32.283,24.855,22.108,28.455,18.410999999999998,28.514,31.508000000000003,38.617,25.916999999999998,33.647,24.338,17.727,19.029,19.223,4,23.79043406497662,4,7.480653781588882,0.40509503771437705,0
86,1,36,30.935,41.016999999999996,7.1255,47.172,10.677,40.66,34.872,23.844,32.354,23.808000000000003,21.085,27.905,18.163,28.121,30.608,39.328,25.369,34.632,24.712,18.597,18.896,19.632,4,23.485085650258977,4,7.035590735680981,0.3950226362210097,0
87,1,37,29.892,41.31100000000001,6.8008,47.416000000000004,10.043,40.688,34.755,22.818,32.455,22.85,19.986,27.084,17.765,27.68,29.730999999999998,39.882,24.773000000000003,35.463,25.068,19.627,18.729,20.066,4,23.148699423509733,4,6.641485150175368,0.38642495200148497,0
88,1,38,27.984,41.062,6.587999999999999,47.661,9.4679,40.727,34.643,21.945,32.277,21.924,19.003,26.058000000000003,17.197,27.209,28.912,40.279,24.151,36.201,25.307,20.721,18.511,20.424,4,22.791743790241238,4,6.268748280159287,0.3784537080344515,0
89,1,39,27.381,41.683,6.4383,47.91,8.9223,40.735,34.552,21.276,31.934,21.041999999999998,18.274,24.912,16.557000000000002,26.754,28.121,40.615,23.635,36.875,25.680999999999997,22.127,18.49,20.904,4,22.443592983299265,4,5.840530455361052,0.36853359901125265,0
90,1,40,26.831999999999997,41.92,6.3288,48.13399999999999,8.4126,40.689,34.403,20.442,31.46,20.250999999999998,17.552,23.66,15.807,26.355,27.4,40.854,23.122,37.403,26.0,23.578000000000003,18.643,21.62,4,22.10224685410965,4,5.496424747051486,0.36097851700941447,0
91,1,41,25.248,41.006,6.2256,48.266000000000005,7.9361,40.652,34.301,19.46,30.706999999999997,19.428,17.165,22.495,15.065,25.883000000000003,26.73,41.144,22.651999999999997,37.819,26.243000000000002,24.998,18.971,22.451,4,21.85409883751787,4,5.261721106254112,0.3559063952795369,0
